Analyse 1,Algebre 1,Electrostatique et Magnetostatique,Mecanique du Point,Architecture des Ordinateurs,Tec1,Electrocinetique et Optique Geometrique,Analyse2,Outils Informatiques,Algebre 2,Chimie Generale,Tec2 et Anglais,Mecanique du Solide,Algebre 3,Analyse 3,Thermodynamique et Statique des Fluides,Tec et Anglais 2,Electromagnetisme et Optique Physique,Electronique,Analyse 4,Probabilites et Statistiques,Programmation C,Dao et Materiaux,Organisation Entreprise et Economie,Moyenne,Moyenne de Baccalaureat,Region d'Origine,Filiere choisie
15,12,13,15,14,9,12,14,12,9,12,15,14,11,14,15,15,13,12,15,12,9,15,15,13.0,18.276559889196307,Marrakech-Safi,Genie Civil(BTP)
12,9,14,15,12,12,9,14,14,15,15,12,13,13,9,15,15,12,10,12,11,11,10,10,12.25,12.61989524688204,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,14,11,11,12,14,9,10,13,12,15,15,10,10,13,15,15,11,12,10,13,13,11,10,12.041666666666666,16.387786132291147,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,11,12,10,12,9,9,15,13,10,15,15,15,9,15,15,11,15,14,13,14,10,11,14,12.333333333333334,16.94482273410339,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,14,10,14,10,11,9,9,10,12,15,12,15,13,13,15,15,9,15,11,10,15,11,14,12.125,17.86682219696547,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,12,13,10,10,13,15,15,12,12,15,14,11,13,14,15,13,10,14,11,12,11,11,14,12.541666666666666,14.754679349679446,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
14,10,13,9,9,11,13,11,9,10,15,15,10,11,15,15,12,11,11,9,13,9,13,10,11.583333333333334,15.720084099492912,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,15,13,15,10,9,14,14,11,13,13,13,15,12,13,10,9,14,12,14,15,14,9,12.583333333333334,16.52514243686549,Casablanca-Settat,Genie Informatique
11,14,10,10,9,15,12,10,12,15,15,12,15,11,10,15,14,12,10,13,9,9,15,15,12.208333333333334,17.95302100344383,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,13,11,13,15,9,9,11,15,10,15,11,13,13,15,15,13,10,12,15,13,13,15,14,12.75,16.618189018637022,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,12,15,9,12,14,15,12,10,10,11,13,11,9,10,12,14,10,14,15,13,10,9,13,11.75,16.692744936846303,Marrakech-Safi,Genie Electrique
10,15,11,13,12,9,10,13,14,15,15,10,11,11,9,14,12,15,15,13,13,9,15,14,12.416666666666666,17.834572109180755,Laayoune-Sakia El Hamra,Genie Industriel
14,15,14,14,12,12,11,15,15,15,15,14,14,15,11,15,11,9,13,12,13,15,11,10,13.125,18.09474707219408,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
14,11,11,9,13,9,10,10,11,11,15,13,13,10,11,15,10,13,11,9,13,13,12,9,11.5,17.7042479661792,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,13,15,13,13,11,15,15,9,11,11,15,10,14,10,13,15,14,15,9,13,10,13,9,12.5,17.779951869326446,Oriental,Genie Electrique
11,11,9,10,13,12,15,15,9,15,15,14,12,14,14,15,14,14,11,10,10,12,12,12,12.458333333333334,15.023964864670926,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
9,14,12,9,12,12,10,9,9,15,15,13,10,15,13,15,9,13,9,13,15,15,10,13,12.041666666666666,15.535982208863144,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,9,15,12,9,15,14,9,12,12,15,10,13,14,13,15,10,11,15,15,15,15,12,9,12.625,16.732694770823816,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,10,10,14,14,12,13,14,12,15,13,9,9,10,15,9,13,11,13,9,13,11,9,11.791666666666666,16.210772136237228,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,14,15,15,11,14,10,11,9,11,15,15,15,14,15,15,11,15,14,10,14,10,10,13,12.833333333333334,16.724431155558797,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
11,13,15,12,9,13,15,13,15,15,15,14,12,15,14,9,15,15,14,13,14,13,14,10,13.25,16.117746420930246,Beni Mellal-Khenifra,Genie Electrique
10,13,15,12,13,13,15,9,11,14,13,14,9,12,9,12,15,11,14,12,9,11,14,9,12.041666666666666,16.175126348025305,Rabat-Sale-Kenitra,Genie Electrique
14,11,14,14,13,14,15,12,9,12,15,9,9,15,11,15,9,15,15,9,14,10,10,11,12.291666666666666,15.934112523267707,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,10,11,14,15,10,13,9,13,10,15,11,9,11,15,15,11,14,13,13,12,13,11,15,12.333333333333334,16.676855811959925,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,11,9,15,10,14,14,15,9,13,11,13,12,9,15,15,12,12,12,9,14,11,15,14,12.333333333333334,14.549363705898909,Casablanca-Settat,Genie Civil(BTP)
10,14,12,11,12,11,15,15,15,12,15,14,9,10,9,12,15,14,14,9,10,12,15,11,12.333333333333334,16.935438172568627,Souss-Massa,Genie Industriel
9,15,11,13,14,11,10,11,10,11,15,15,12,10,15,15,14,15,11,13,11,13,12,14,12.5,13.529963269694786,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,10,11,15,14,11,13,12,12,10,13,12,11,9,13,15,12,12,14,10,12,13,15,10,12.041666666666666,17.492732809384858,Souss-Massa,Genie Civil(BTP)
11,10,14,14,10,13,9,11,15,13,14,9,15,12,9,9,14,12,14,9,14,13,15,12,12.125,17.843978008834757,Souss-Massa,Genie Industriel
10,10,12,14,11,9,9,12,13,11,15,12,14,12,13,15,12,15,10,13,9,15,15,9,12.083333333333334,14.027716164681088,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,15,10,11,15,14,15,13,10,15,15,11,12,15,15,14,9,12,13,12,10,14,15,12.916666666666666,15.798477279757153,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
12,15,12,15,15,10,11,10,10,9,11,14,9,9,9,15,14,15,9,10,11,9,14,11,11.625,17.065513985762703,Draa-Tafilalet,Genie Mecanique
15,11,15,14,11,14,15,13,9,10,11,12,14,10,11,10,15,14,14,15,14,11,12,10,12.5,16.718012559029308,Souss-Massa,Genie Electrique
12,11,9,13,12,13,12,12,15,15,15,11,15,12,9,10,13,12,14,13,10,10,15,11,12.25,17.66876998703182,Guelmim-Oued Noun,Genie Industriel
10,15,13,15,12,10,10,9,14,11,11,14,14,13,10,15,11,10,15,10,9,15,15,12,12.208333333333334,18.29441708755691,Souss-Massa,Genie Civil(BTP)
15,13,12,9,15,13,13,15,12,10,15,10,13,14,9,15,13,12,11,12,15,9,13,13,12.541666666666666,12.245753553335945,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,9,14,10,9,12,12,15,15,15,13,13,10,13,15,14,13,10,14,14,10,10,13,12.416666666666666,15.21956189763366,Tanger-Tetouan-Al Hoceima,Genie de Procedes de l'Energie et de l'Environnement
15,14,15,9,15,13,14,11,13,11,15,14,13,14,11,15,14,13,12,9,14,13,14,14,13.125,16.241958686074156,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,13,13,11,14,11,11,11,10,12,15,11,15,15,11,15,11,11,10,15,14,12,12,15,12.625,15.89018381479987,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
13,11,13,12,13,13,12,9,15,9,15,13,15,12,12,10,14,15,14,15,15,13,15,14,13.0,13.401090791186755,Casablanca-Settat,Genie Industriel
14,13,15,14,12,12,13,10,11,15,15,13,13,9,11,15,9,9,10,12,14,9,13,15,12.333333333333334,17.2804101576874,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
10,14,15,10,9,10,11,11,9,12,15,10,15,11,14,15,10,14,13,12,12,15,14,15,12.333333333333334,17.097819022445297,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
14,9,12,15,13,14,14,11,14,9,12,13,12,10,15,15,9,14,11,9,12,10,15,11,12.208333333333334,17.217095122274348,Casablanca-Settat,Genie Mecanique
11,14,10,11,14,15,12,14,14,11,15,11,10,13,14,12,11,12,15,12,13,12,15,11,12.583333333333334,12.938104430223186,Casablanca-Settat,Genie Industriel
10,14,15,11,10,15,15,13,13,14,13,15,15,9,10,12,14,15,15,12,13,9,14,11,12.791666666666666,15.613230809528314,Souss-Massa,Genie Electrique
9,9,15,13,14,12,10,13,14,15,15,11,13,13,15,15,12,9,11,11,12,12,13,15,12.541666666666666,15.834002246333087,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
15,14,9,13,15,11,11,12,15,14,15,13,9,15,9,15,14,13,14,13,10,10,10,10,12.458333333333334,18.013369482983933,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
15,11,14,13,9,12,10,9,13,11,15,15,11,14,14,15,12,13,9,15,9,10,12,10,12.125,17.318380052445058,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,13,12,15,11,11,9,14,14,9,14,11,11,14,11,15,15,14,14,15,13,14,15,11,12.833333333333334,16.471818346120283,Beni Mellal-Khenifra,Genie Mecanique
12,14,11,14,10,13,15,10,10,12,15,14,14,11,11,15,14,13,12,15,12,11,10,14,12.583333333333334,13.46297387432682,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
12,14,10,14,11,15,13,10,10,9,15,15,10,14,14,15,9,15,12,10,9,11,9,11,11.958333333333334,16.071801892501853,Dakhla-Oued Ed-Dahab,Genie de Procedes de l'Energie et de l'Environnement
15,11,11,14,13,11,11,13,13,9,15,15,12,11,11,15,15,11,13,12,10,15,12,11,12.458333333333334,17.71453079236282,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
15,10,9,14,9,9,11,11,12,15,15,15,9,13,15,15,11,13,10,12,13,10,12,13,12.125,15.324962870610507,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
12,14,15,9,10,12,13,15,9,11,15,14,11,11,9,15,14,12,10,9,9,9,13,10,11.708333333333334,15.667891864894695,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,14,12,9,13,13,9,9,15,14,15,9,12,9,15,15,15,13,13,10,15,10,13,14,12.458333333333334,15.908907071631631,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,12,15,9,12,14,15,13,14,14,15,13,12,15,14,13,10,10,15,9,9,11,15,13,12.75,16.110395106986083,Marrakech-Safi,Genie Industriel
14,15,15,11,14,10,15,10,9,15,10,12,10,15,12,12,14,13,14,11,11,12,9,14,12.375,15.302009682751867,Souss-Massa,Genie Electrique
15,11,10,14,15,12,14,15,10,11,15,9,11,12,14,15,13,10,11,15,13,11,10,14,12.5,12.999823275368596,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,15,14,11,12,10,10,11,12,13,15,10,13,9,9,15,10,10,11,10,13,14,13,10,11.833333333333334,17.083265738701662,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
11,13,12,15,14,12,9,12,9,10,15,11,13,9,14,15,12,12,9,9,15,10,15,11,11.958333333333334,17.781562440320315,Laayoune-Sakia El Hamra,Genie Civil(BTP)
9,14,14,15,15,11,12,10,12,15,9,10,12,10,14,15,11,9,11,13,14,9,15,15,12.25,14.793119058968736,Souss-Massa,Genie Civil(BTP)
10,10,12,10,10,10,13,9,15,15,14,14,15,12,15,14,14,13,14,15,15,11,15,14,12.875,12.421413243211306,Souss-Massa,Genie Industriel
13,10,9,14,12,10,15,14,14,11,15,12,13,14,13,15,12,14,10,10,12,12,13,12,12.458333333333334,15.408551650024611,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
13,11,11,14,10,15,15,11,14,13,14,12,14,11,12,11,15,13,14,15,12,12,14,9,12.708333333333334,16.31094831726451,Souss-Massa,Genie Industriel
9,9,15,12,15,12,10,15,15,15,15,14,15,9,11,10,15,9,14,12,13,9,14,15,12.583333333333334,12.830640741010251,Souss-Massa,Genie Industriel
11,9,9,11,14,12,12,11,11,12,15,10,13,15,10,15,9,10,14,15,15,12,9,15,12.041666666666666,15.644579621324342,Tanger-Tetouan-Al Hoceima,Genie de Procedes de l'Energie et de l'Environnement
9,12,11,12,15,12,13,14,14,14,15,14,13,14,14,13,10,10,15,11,10,13,14,9,12.541666666666666,17.320931680584657,Marrakech-Safi,Genie Industriel
9,9,15,13,11,13,15,11,12,15,15,14,14,15,12,15,12,12,14,11,13,12,15,12,12.875,14.174555667287583,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
15,13,9,15,15,13,12,13,10,14,10,9,13,9,9,15,14,10,9,13,12,14,15,14,12.291666666666666,17.972879276255004,Souss-Massa,Genie Civil(BTP)
14,9,14,15,13,10,14,11,9,13,13,9,14,9,15,15,11,13,15,13,14,10,15,11,12.458333333333334,16.251381914154834,Dakhla-Oued Ed-Dahab,Genie Civil(BTP)
14,15,15,10,12,14,9,13,14,10,15,10,10,9,10,10,10,12,15,10,9,13,15,11,11.875,16.466854206743285,Souss-Massa,Genie Industriel
11,9,14,15,13,9,13,11,15,10,14,12,10,15,10,15,15,15,10,13,11,9,15,13,12.375,16.532927829854696,Rabat-Sale-Kenitra,Genie Mecanique
12,14,15,10,11,10,14,13,14,12,14,14,15,12,10,11,11,12,15,9,13,15,15,13,12.666666666666666,16.213934197359322,Oriental,Genie Industriel
14,11,10,14,14,15,12,13,9,15,15,15,12,14,9,15,14,11,11,9,15,11,14,9,12.541666666666666,17.24650334086625,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,10,11,14,15,15,14,13,9,10,15,13,14,12,15,15,9,9,9,11,10,15,10,12,12.25,17.75922594019594,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,10,9,12,15,10,9,10,9,14,15,15,9,10,11,15,13,12,9,10,13,9,11,10,11.375,12.140327966682882,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,12,9,12,13,10,12,10,10,15,15,10,12,9,15,15,14,10,12,15,13,12,12,12,12.083333333333334,13.956961069528315,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,9,10,9,11,10,9,14,10,14,15,10,14,11,12,15,9,10,10,12,15,11,10,11,11.5,15.227862180920136,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
12,12,9,15,13,12,15,15,15,12,15,10,10,14,10,9,14,12,14,15,15,13,15,9,12.708333333333334,17.151725016679386,Souss-Massa,Genie Industriel
13,10,11,11,9,15,9,10,11,12,15,9,13,13,10,15,12,15,13,9,12,10,11,9,11.541666666666666,15.474487853506483,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
15,15,15,12,14,13,15,14,9,13,12,12,14,9,9,15,15,12,15,14,14,11,14,9,12.916666666666666,15.751340970287202,Souss-Massa,Genie Electrique
9,13,10,15,15,12,11,11,10,10,9,13,9,10,13,15,14,11,12,12,14,14,15,11,12.0,13.498538248625202,Dakhla-Oued Ed-Dahab,Genie Civil(BTP)
13,14,11,9,11,15,11,12,15,15,14,15,9,10,9,9,9,9,14,9,13,14,15,11,11.916666666666666,17.015160643715788,Souss-Massa,Genie Industriel
15,11,12,15,15,15,9,14,11,9,10,14,11,9,10,15,13,14,15,15,9,9,15,11,12.333333333333334,16.43838997554182,Souss-Massa,Genie Mecanique
15,9,14,14,12,13,12,15,13,11,15,12,11,11,12,15,15,11,11,10,11,9,11,10,12.166666666666666,16.052205865581524,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
9,11,11,15,12,9,14,11,12,12,14,14,14,10,15,15,12,13,9,14,12,13,15,13,12.458333333333334,15.373057138181617,Marrakech-Safi,Genie Civil(BTP)
11,10,9,9,10,9,11,13,10,14,15,14,15,13,9,15,12,13,9,9,9,13,13,9,11.416666666666666,16.361647665311803,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,10,13,15,15,15,13,10,13,11,15,11,11,10,13,15,13,10,14,13,9,13,15,10,12.375,15.924745534486602,Souss-Massa,Genie Civil(BTP)
15,13,10,14,15,9,14,14,13,11,15,9,13,15,9,15,10,14,14,13,12,12,11,15,12.708333333333334,15.743339913698248,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,9,13,15,11,15,12,9,14,13,15,13,11,15,12,15,15,13,9,13,12,13,13,12,12.791666666666666,17.72789415021091,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,15,12,14,12,9,14,11,14,9,15,10,14,12,9,15,15,10,15,13,12,10,12,13,12.458333333333334,16.88728490374836,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
14,13,9,11,15,12,9,15,9,9,15,14,13,9,14,15,11,12,14,13,15,10,14,10,12.291666666666666,16.805260360317785,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,10,12,10,14,13,9,14,14,15,15,13,11,12,15,10,13,12,14,10,15,11,15,9,12.291666666666666,16.141829669552084,Souss-Massa,Genie Industriel
14,12,9,9,9,9,15,11,15,10,15,14,10,14,12,15,14,14,9,9,9,11,9,12,11.666666666666666,16.71503764361826,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
12,10,11,14,14,15,10,10,11,9,15,11,11,13,13,15,9,13,13,11,14,11,10,12,11.958333333333334,15.060560217248389,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,10,12,13,12,13,11,15,14,9,14,10,11,9,12,9,15,11,14,14,11,9,14,15,12.083333333333334,12.331976218814235,Casablanca-Settat,Genie Industriel
12,9,9,13,9,14,13,10,10,15,15,11,14,10,9,15,11,12,10,9,13,10,14,13,11.666666666666666,16.368586737039518,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,12,15,12,9,13,13,15,10,14,15,10,13,11,15,14,13,15,14,10,13,15,11,12.791666666666666,12.430978554662689,Souss-Massa,Genie Civil(BTP)
10,15,9,10,13,15,9,13,15,12,15,14,13,11,13,15,9,12,15,12,12,11,15,12,12.5,15.136050304905009,Souss-Massa,Genie Industriel
13,13,15,13,11,14,13,13,10,12,15,11,15,11,9,15,11,13,13,15,10,11,11,10,12.375,13.223723935770357,Dakhla-Oued Ed-Dahab,Genie de Procedes de l'Energie et de l'Environnement
12,11,9,15,12,12,9,15,12,13,9,13,11,15,10,15,15,10,14,11,9,9,15,13,12.041666666666666,16.85991883781527,Souss-Massa,Genie Civil(BTP)
15,14,12,10,13,9,11,12,14,9,14,10,9,15,14,11,10,10,15,15,12,14,15,12,12.291666666666666,17.45219870129255,Souss-Massa,Genie Industriel
9,10,15,13,11,11,14,15,13,9,15,14,13,10,10,15,15,13,12,13,10,14,12,13,12.458333333333334,16.266691309095897,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,11,9,14,12,11,13,13,15,13,15,14,9,14,10,13,10,14,15,12,11,15,14,10,12.541666666666666,16.139779156189952,Souss-Massa,Genie Industriel
9,12,15,13,10,12,11,12,10,13,15,9,10,12,10,15,10,9,14,10,12,12,10,12,11.541666666666666,16.952909834239254,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,11,10,12,14,10,9,11,15,14,14,10,10,14,13,14,10,9,14,14,14,11,15,10,12.041666666666666,17.105458664057583,Souss-Massa,Genie Industriel
12,12,10,15,13,12,12,9,12,11,13,15,9,15,11,15,15,11,11,15,12,11,15,10,12.333333333333334,13.962972201227815,Souss-Massa,Genie Civil(BTP)
11,10,10,9,10,12,10,13,14,9,14,15,12,10,10,15,10,13,15,12,9,14,15,11,11.791666666666666,14.761446019438578,Souss-Massa,Genie Industriel
12,13,13,13,12,11,12,13,10,11,15,14,10,12,15,15,9,12,14,9,13,12,15,12,12.375,17.4872918442236,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,15,11,15,15,12,10,12,13,12,15,10,14,13,9,15,9,12,11,15,15,12,14,10,12.541666666666666,18.27085917095221,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
14,15,10,10,14,10,15,12,13,11,15,10,11,14,14,15,13,13,11,9,11,14,15,13,12.583333333333334,12.040335212869532,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,13,9,15,12,11,15,10,12,12,11,9,11,14,11,15,14,15,14,13,11,15,15,11,12.458333333333334,13.432001258598303,Souss-Massa,Genie Mecanique
15,11,15,13,13,14,14,11,14,9,15,10,14,9,11,15,15,15,13,13,14,15,13,12,13.041666666666666,16.28271559912748,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,12,14,14,9,9,9,13,10,15,10,9,15,10,15,12,9,15,15,11,11,10,14,11.916666666666666,16.63966361774409,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,14,9,15,12,15,14,9,13,10,9,14,12,14,14,15,13,15,11,11,11,15,14,14,12.75,15.75592706606061,Rabat-Sale-Kenitra,Genie Mecanique
10,9,10,11,9,9,15,12,14,9,15,12,11,10,13,12,14,13,15,9,11,15,14,14,11.916666666666666,14.397525126499676,Souss-Massa,Genie Industriel
12,9,15,14,11,14,10,12,10,14,15,13,15,9,11,15,12,11,11,11,13,11,15,10,12.208333333333334,15.401071673174927,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,14,14,11,15,12,10,14,13,9,15,10,15,15,9,15,15,11,15,9,11,15,15,11,12.708333333333334,13.208545021587138,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,9,14,13,14,13,14,11,9,12,15,10,13,12,9,15,12,9,10,12,9,12,10,15,11.75,15.18760135802062,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
9,13,10,15,15,14,13,14,10,13,12,9,12,10,9,15,10,15,14,9,12,12,15,15,12.291666666666666,14.542028752511984,Marrakech-Safi,Genie Mecanique
12,12,12,12,13,15,11,11,12,10,15,15,9,14,15,15,12,9,12,13,12,13,14,10,12.416666666666666,16.63833208291785,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,14,12,9,11,15,9,15,15,10,15,14,15,12,15,15,9,10,14,13,14,11,13,13,12.791666666666666,17.033706122594076,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,15,13,15,14,11,14,10,11,15,15,13,9,15,11,15,10,13,11,13,11,12,12,11,12.666666666666666,17.556079638525564,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,10,13,12,9,10,11,12,9,11,15,11,13,10,12,15,13,12,11,15,12,14,12,15,11.916666666666666,17.25022997241603,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
10,14,14,13,13,14,14,11,13,10,15,10,11,11,14,15,9,15,12,11,15,11,11,9,12.291666666666666,17.65873076334921,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
11,14,13,9,13,14,9,11,14,15,15,10,14,14,13,10,12,15,14,14,11,14,14,15,12.833333333333334,15.187682354651397,Guelmim-Oued Noun,Genie Industriel
15,15,12,9,12,14,14,9,15,13,14,9,12,12,13,13,12,12,15,15,14,15,15,12,12.958333333333334,15.110817598773387,Souss-Massa,Genie Industriel
9,11,10,10,12,10,11,14,10,15,15,14,10,9,15,15,10,15,13,10,11,10,10,9,11.583333333333334,15.75936930641704,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,13,14,10,9,14,10,9,11,13,15,10,15,11,14,15,12,15,14,13,11,9,9,11,11.916666666666666,16.236971122796696,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
9,11,11,10,9,14,11,10,15,12,15,11,12,12,10,15,12,9,10,14,10,12,11,9,11.416666666666666,13.37560082041373,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,12,10,10,11,12,15,11,15,13,15,11,12,15,13,12,12,13,14,14,14,12,14,15,12.75,18.065049685173197,Rabat-Sale-Kenitra,Genie Industriel
14,15,9,15,11,11,14,12,12,13,11,13,12,14,9,15,13,13,11,10,10,11,15,12,12.291666666666666,15.625894218425769,Tanger-Tetouan-Al Hoceima,Genie Civil(BTP)
11,11,13,9,9,10,14,14,14,11,14,10,13,13,14,9,11,13,15,9,13,12,14,12,12.0,16.24198230676002,Marrakech-Safi,Genie Industriel
13,13,14,10,13,14,12,14,9,9,15,14,13,10,10,15,14,13,15,12,9,10,14,14,12.458333333333334,16.84512500134352,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
11,14,15,9,9,14,11,13,14,12,14,13,15,13,9,11,13,14,15,13,14,14,14,13,12.791666666666666,16.919236672381892,Souss-Massa,Genie Industriel
11,13,15,14,11,11,9,15,9,13,15,12,15,9,11,15,15,10,10,9,10,11,13,11,11.958333333333334,15.5999257479972,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,12,14,13,11,10,15,10,11,11,15,12,11,9,14,15,14,12,15,14,9,10,9,14,12.125,15.519631747974904,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
9,14,13,14,11,15,14,10,13,13,15,14,10,9,13,15,10,15,11,12,10,11,10,14,12.291666666666666,13.412225115899629,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
